doi,pub_date,filename,file_format,num_bytes,total_downloads
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Post_Force_Left.mat,application/octet-stream,428792,336
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Post_Force_Right.mat,application/octet-stream,448240,363
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Post_Force_Back.mat,application/octet-stream,392088,374
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Force_Back.mat,application/octet-stream,335256,358
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Pre_Force_Right.mat,application/octet-stream,451896,365
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Post_Force_Forward.mat,application/octet-stream,562720,387
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Post_Force_Left.mat,application/octet-stream,451112,378
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_R_Toe.TXT_V2,text/plain,9718,327
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_L_Shoulder.TXT_V2,text/plain,13691,334
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Vel_R_Upper_Arm.TXT_V2,text/plain,5820,276
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_R_Lower_Leg.TXT_V2,text/plain,5379,358
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_L_Lower_Arm.TXT_V2,text/plain,10134,339
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_R_Toe.TXT_V2,text/plain,13127,348
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_R_Lower_Leg.TXT_V2,text/plain,7334,273
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_R_Upper_Arm.TXT_V2,text/plain,7373,330
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_L_Hand.TXT_V2,text/plain,7462,268
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_L_Shoulder.TXT_V2,text/plain,7249,330
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_L_Upper_Leg.TXT_V2,text/plain,7334,260
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Post_Vel_L_Lateral_Ankle.TXT_V2,text/plain,5582,381
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_L_Toe.TXT_V2,text/plain,6915,341
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Post_Vel_L_Knee.TXT_V2,text/plain,5720,330
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Post_Vel_R_Upper_Leg.TXT_V2,text/plain,5745,282
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_R_Lower_Arm.TXT_V2,text/plain,13199,340
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Pre_Vel_L_Lower_Arm.TXT_V2,text/plain,20220,280
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Post_Force_Right.mat,application/octet-stream,415112,367
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Pre_Vel_L_Trochanter.TXT_V2,text/plain,7786,358
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_L_Knee.TXT_V2,text/plain,10149,340
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_R_Hand.TXT_V2,text/plain,7419,332
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Post_R_Trochanter.TXT_V2,text/plain,5687,384
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Vel_R_Shoulder.TXT_V2,text/plain,6216,328
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Vel_R_Upper_Leg.TXT_V2,text/plain,3928,337
10.13012/B2IDB-9320144_V2,2018-03-01,ITS1F_Miller_Fludigm_R1.fastq,text/plain,9664969169,464
10.13012/B2IDB-9320144_V2,2018-03-01,ITS7_Miller_Fludigm_R1.fastq,text/plain,10647942484,385
10.13012/B2IDB-9320144_V2,2018-03-01,ITS1F_Miller_Fludigm_I1_fixedheader.fastq,text/plain,1313384849,460
10.13012/B2IDB-9320144_V2,2018-03-01,ITS7_Miller_Fludigm_I1_Fixedheaders.fastq,text/plain,1446963124,431
10.13012/B2IDB-9320144_V2,2018-03-01,Great_lakes_Map_coordinates.xlsx,application/vnd.ms-excel,18270,337
10.13012/B2IDB-9320144_V2,2018-03-01,wahl_ITS1_R1_otu_table.csv,text/csv,59228,390
10.13012/B2IDB-9320144_V2,2018-03-01,GL_ITS2_HW_mapFile_meta.txt,text/plain,6430,367
10.13012/B2IDB-9320144_V2,2018-03-01,ITS2_R1_nosing_rare_5000.csv,text/csv,46954,426
10.13012/B2IDB-9320144_V2,2018-03-01,GL_ITS1_HW_mapFile_meta.txt,text/plain,6584,336
10.13012/B2IDB-9320144_V2,2018-03-01,wahl_ITS2_R1_otu_table.csv,text/csv,53514,417
10.13012/B2IDB-9320144_V2,2018-03-01,wahl_ITS2_R1_otu_table_w_tax.csv,text/csv,101897,429
10.13012/B2IDB-9320144_V2,2018-03-01,ITS1_R1_nosing_rare_5000.csv,text/csv,59457,445
10.13012/B2IDB-9320144_V2,2018-03-01,wahl_ITS1_R1_otu_table_w_tax.csv,text/csv,116336,434
10.13012/B2IDB-3407079_V1,2019-05-08,File5 - Error Analysis.xlsx,application/vnd.ms-excel,63940,189
10.13012/B2IDB-4693684_V2,2019-10-22,Dataset_2_SQI_and_ecosystem_functions.xlsx,application/vnd.ms-excel,27390,195
10.13012/B2IDB-3805242_V1.1,2019-06-13,README.txt,"",5582,414
10.13012/B2IDB-3805242_V1.1,2019-06-13,Enhanced_Morality_Lexicon_V1.1.txt,"",397331,548
10.13012/B2IDB-8972634_V1,2020-10-01,TriadType3_Upload.csv,text/csv,3606,130
10.13012/B2IDB-8972634_V1,2020-10-01,TriadType5_Upload.csv,text/csv,1597,132
10.13012/B2IDB-8972634_V1,2020-10-01,TriadType2_Upload.csv,text/csv,3451,132
10.13012/B2IDB-8972634_V1,2020-10-01,TriadType4_Upload.csv,text/csv,2568,130
10.13012/B2IDB-8972634_V1,2020-10-01,TriadType6_Upload.csv,text/csv,5010,129
10.13012/B2IDB-8972634_V1,2020-10-01,TriadType1_Upload.csv,text/csv,2692,132
10.13012/B2IDB-8972634_V1,2020-10-01,Single_Pair_Data_Upload.csv,text/csv,50938,130
10.13012/B2IDB-8972634_V1,2020-10-01,TriadType7_Upload.csv,text/csv,1534,132
10.13012/B2IDB-8972634_V1,2020-10-01,Data_Upload.README,text/plain,1892,143
10.13012/B2IDB-6186460_V1,2021-10-15,SABER_IAVdata.xlsx,"",2066070,77
10.13012/B2IDB-9223847_V1,2019-06-22,SEMacDonald.data.csv,text/csv,2739,266
10.13012/B2IDB-9223847_V1,2019-06-22,README.txt,text/plain,1536,263
10.13012/B2IDB-9851670_V1,2020-08-31,BEPAM_Simulation_Results.csv,text/csv,29903,170
10.13012/B2IDB-9851670_V1,2020-08-31,BEPAM-Social cost model-ERL-August2020.zip,application/zip,890573426,180
10.13012/B2IDB-9851670_V1,2020-08-31,README.txt,text/plain,1343,159
10.13012/B2IDB-0016089_V2,2019-07-26,JAE Soil PC1.csv,text/csv,581,282
10.13012/B2IDB-0016089_V2,2019-07-26,JAE Bee Commmunity.csv,text/csv,4000,292
10.13012/B2IDB-0016089_V2,2019-07-26,JAE Plant Community.csv,text/csv,4340,281
10.13012/B2IDB-0016089_V2,2019-07-26,README.txt,text/plain,1247,254
10.13012/B2IDB-5437353_V1,2018-03-01,JAE_data_dictionary_FINAL.csv,text/csv,6621,435
10.13012/B2IDB-5437353_V1,2018-03-01,JAE_data_for_deposit_FINAL.csv,text/csv,1752262,458
10.13012/B2IDB-5893373_V1,2020-01-28,SIF_sunny_Rainfed_maize_NE_2017.csv,text/csv,10467,197
10.13012/B2IDB-5893373_V1,2020-01-28,SIF_sunny_Irrigated_maize_NE_2017.csv,text/csv,18688,202
10.13012/B2IDB-5333299_V1,2019-08-29,data_for_illinois_databank.zip,application/zip,16362343,223
10.13012/B2IDB-8020612_V1,2019-07-08,twin_not_abstract_matched_complete.tsv,text/plain,1358733,213
10.13012/B2IDB-8020612_V1,2019-07-08,mesh_scores.tsv,text/plain,39385397052,209
10.13012/B2IDB-8020612_V1,2019-07-08,mesh_training_data.csv,text/csv,3541275339,209
10.13012/B2IDB-8020612_V1,2019-07-08,mesh_model.bin,application/octet-stream,11602741,217
10.13012/B2IDB-8020612_V1,2019-07-08,twin_abstract_matched_complete.tsv,text/plain,529360,203
10.13012/B2IDB-0598724_V1,2018-06-20,meta_data_code.rar,application/x-rar-compressed,2016426866,359
10.13012/B2IDB-0598724_V1,2018-06-20,PEEM_raw_data.rar,application/x-rar-compressed,3130376798,360
10.13012/B2IDB-0598724_V1,2018-06-20,data_cookbook.docx,application/msword,15693,384
10.13012/B2IDB-5958960_V1,2018-12-20,Inclusion_Criteria_Annotation.csv,text/csv,1560829,216
10.13012/B2IDB-5958960_V2,2019-04-05,Inclusion_Criteria_Annotation.csv,text/csv,1560829,284
10.13012/B2IDB-1530363_V1,2019-06-12,Supplemental 2 ITS1 Index file.fastq,text/plain,178047660,274
10.13012/B2IDB-1530363_V1,2019-06-12,Supplemental 1 ITS1 R1 forward reads.fastq,text/plain,1266657420,250
10.13012/B2IDB-1530363_V1,2019-06-12,Supplemental 3 ITS2 R1 forward reads.fastq,text/plain,1026769464,253
10.13012/B2IDB-1530363_V1,2019-06-12,Supplemental 4 ITS2 Index file.fastq,text/plain,144333624,264
10.13012/B2IDB-1530363_V1,2019-06-12,Supplemental 8.  Summary of unique species per location.csv,text/csv,30215,297
10.13012/B2IDB-1530363_V1,2019-06-12,Supplemental 6 ITS1 OTU table with taxa and OTU sequences.csv,text/csv,2906595,257
10.13012/B2IDB-1530363_V1,2019-06-12,Supplemental 7 ITS2 OTU table with taxa and OTU sequences.csv,text/csv,2039088,270
10.13012/B2IDB-1530363_V1,2019-06-12,Supplemental 5 QIIME Map file.txt,text/plain,6310,241
10.13012/B2IDB-1401121_V1,2019-07-11,PlotInvData.csv,text/csv,40186,290
10.13012/B2IDB-1401121_V1,2019-07-11,InvPlantData_C.csv,text/csv,4011,302
10.13012/B2IDB-1401121_V1,2019-07-11,readme.txt,text/plain,4221,261
10.13012/B2IDB-1401121_V1,2019-07-11,InvPlantData_S.csv,text/csv,13720,285
10.13012/B2IDB-1401121_V1,2019-07-11,BlowdownsIllinois.gdb.zip,application/zip,71345,289
10.13012/B2IDB-4447017_V1,2019-06-03,vv2-y.fa,text/plain,3431250,277
10.13012/B2IDB-4447017_V1,2019-06-03,abyss-assemblies.tar.gz,application/x-gzip,524615585,352
10.13012/B2IDB-4447017_V1,2019-06-03,RedFoxYChromosomeReadMe.rtf,application/rtf,8264,360
10.13012/B2IDB-4447017_V1,2019-06-03,RedFoxYGenes-BLAST.tar.gz,application/x-gzip,9531106,346
10.13012/B2IDB-0569467_V1,2018-11-19,scripts.zip,application/zip,710358,203
10.13012/B2IDB-0569467_V1,2018-11-19,tools.zip,application/zip,20067,207
10.13012/B2IDB-0569467_V1,2018-11-19,astral-trees-logdet.tar.gz,application/x-gzip,3448076,226
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-1000tax-10M-06-09.tar.gz,application/x-gzip,761776510,207
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-1000tax-500K-06-09.tar.gz,application/x-gzip,620561519,224
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-1000tax-500K-10-10.tar.gz,application/x-gzip,180757193,224
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-1000tax-500K-11-15.tar.gz,application/x-gzip,875932573,216
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-1000tax-10M-20-20.tar.gz,application/x-gzip,193137845,220
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-100tax-10M-01-20.tar.gz,application/x-gzip,503938729,218
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-100tax-500K-01-20.tar.gz,application/x-gzip,460617516,216
10.13012/B2IDB-0569467_V1,2018-11-19,raxml-caml-trees-logdet.tar.gz,application/x-gzip,837407,222
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-1000tax-10M-11-15.tar.gz,application/x-gzip,934873042,215
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-1000tax-500K-16-19.tar.gz,application/x-gzip,703658984,222
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-1000tax-500K-20-20.tar.gz,application/x-gzip,171548320,226
10.13012/B2IDB-0569467_V1,2018-11-19,paup-svdq-trees-logdet.tar.gz,application/x-gzip,3777482,222
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-1000tax-10M-01-05.tar.gz,application/x-gzip,908884096,226
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-1000tax-10M-16-19.tar.gz,application/x-gzip,735141378,231
10.13012/B2IDB-0569467_V1,2018-11-19,true-constraint-trees-logdet.tar.gz,application/x-gzip,1865041,222
10.13012/B2IDB-0569467_V1,2018-11-19,README.txt,text/plain,3857,239
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-1000tax-500K-01-05.tar.gz,application/x-gzip,809087306,227
10.13012/B2IDB-0569467_V1,2018-11-19,gene-trees-logdet-1000tax-10M-10-10.tar.gz,application/x-gzip,191776902,219
10.13012/B2IDB-0569467_V1,2018-11-19,data.zip,application/zip,4477934,215
10.13012/B2IDB-1747658_V1,2019-07-29,ILS.zip,application/zip,69309237,250
10.13012/B2IDB-1747658_V1,2019-07-29,HGT.zip,application/zip,79301143,234
10.13012/B2IDB-1747658_V1,2019-07-29,READ_ME_HGT.TXT,text/plain,2579,252
10.13012/B2IDB-1747658_V1,2019-07-29,READ_ME_ILS.TXT,text/plain,1625,240
10.13012/B2IDB-4817808_V1,2018-09-06,XSEDE_README_Allocations_Awards_and_Usage.txt,text/plain,17852,378
10.13012/B2IDB-4817808_V1,2018-09-06,XSEDE_allocation_award_history.csv,text/csv,28106204,401
10.13012/B2IDB-4817808_V1,2018-09-06,XSEDE_allocation_usage_history.csv,text/csv,4623949,365
10.13012/B2IDB-9733959_V1,2019-05-31,Krichels_2017_EFarm_compiled_data.csv,text/csv,124212,280
10.13012/B2IDB-9733959_V1,2019-05-31,Krichels_2017EFarm_O2Data.csv,text/csv,2947355,276
10.13012/B2IDB-9733959_V1,2019-05-31,Krichels_2018_EFarm_LabExperiment_CompiledData.csv,text/csv,14510,278
10.13012/B2IDB-9733959_V1,2019-05-31,Krichels_Readme.txt,text/plain,1799,272
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Vel_L_Upper_Leg.TXT,text/plain,16228,185
10.13012/B2IDB-6858418_V1,2017-06-28,MS001_Pre_Vel_L_Upper_Arm.TXT,text/plain,25767,189
10.13012/B2IDB-6858418_V1,2017-06-28,MS006_Post_Vel_R_Toe.TXT,text/plain,24585,191
10.13012/B2IDB-6858418_V1,2017-06-28,MS002_Post_Vel_R_Upper_Leg.TXT,text/plain,35760,182
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Post_Vel_R_Upper_Arm.TXT,text/plain,15389,182
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Post_Vel_R_Upper_Arm.TXT,text/plain,5135,145
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Vel_L_Lower_Leg.TXT,text/plain,6134,173
10.13012/B2IDB-6858418_V1,2017-06-28,MS001_Post_Vel_R_Shoulder.TXT,text/plain,19424,207
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Post_Vel_L_Trochanter.TXT,text/plain,40871,183
10.13012/B2IDB-6858418_V1,2017-06-28,MS001_Post_Vel_R_Upper_Arm.TXT,text/plain,19538,209
10.13012/B2IDB-6858418_V1,2017-06-28,MS003_Post_Vel_L_Toe.TXT,text/plain,18552,184
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Pre_Vel_L_Ankle.TXT,text/plain,4433,179
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Post_Vel_L_Lower_Arm.TXT,text/plain,15107,181
10.13012/B2IDB-6858418_V1,2017-06-28,MS003_Pre_Vel_R_Lower_Arm.TXT,text/plain,32260,160
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Post_Vel_R_Lat_Ankle.TXT,text/plain,5874,171
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Vel_L_Temple.TXT,text/plain,16307,171
10.13012/B2IDB-6858418_V1,2017-06-28,MS002_Pre_Vel_R_Knee.TXT,text/plain,4854,162
10.13012/B2IDB-6858418_V1,2017-06-28,MS002_Post_Force_Right.mat,application/octet-stream,878096,272
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Post_Vel_R_Shoudler.TXT,text/plain,44381,180
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Force_Left.mat,application/octet-stream,377736,225
10.13012/B2IDB-6858418_V1,2017-06-28,MS003_Post_Vel_L_Shoulder.TXT,text/plain,18856,168
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Post_Vel_R_Elbow.TXT,text/plain,16963,155
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Vel_R_Hand.TXT,text/plain,6283,166
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Post_Vel_L_Toe.TXT,text/plain,15064,168
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Post_Vel_R_Toe.TXT,text/plain,4783,147
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Post_Force_Back.mat,application/octet-stream,574968,306
10.13012/B2IDB-6858418_V1,2017-06-28,MS001_Pre_Force_Back.mat,application/octet-stream,1441896,254
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Post_Force_Forward.mat,application/octet-stream,1035056,253
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Vel_L_Hand.TXT,text/plain,6298,166
10.13012/B2IDB-6858418_V1,2017-06-28,MS006_Post_Vel_L_Trochanter.TXT,text/plain,26329,162
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Vel_R_Toe.TXT,text/plain,5869,206
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Post_Vel_R_Lower_Arm.TXT,text/plain,17331,177
10.13012/B2IDB-6858418_V1,2017-06-28,MS006_Post_Force_Left.mat,application/octet-stream,731944,263
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Post_Vel_R_Temple.TXT,text/plain,5256,169
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Vel_R_Shoulder.TXT,text/plain,7450,154
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Post_Vel_L_Ankle.TXT,text/plain,15411,192
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Pre_Vel_R_Temple.TXT,text/plain,4801,150
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Post_Vel_L_Hand.TXT,text/plain,15187,181
10.13012/B2IDB-6858418_V1,2017-06-28,MS003_Post_Vel_L_Lower_Leg.TXT,text/plain,17368,180
10.13012/B2IDB-6858418_V1,2017-06-28,MS003_Post_Vel_R_Trochanter.TXT,text/plain,16650,172
10.13012/B2IDB-6858418_V1,2017-06-28,MS002_Pre_Vel_R_Lower_Leg.TXT,text/plain,18898,187
10.13012/B2IDB-6858418_V1,2017-06-28,MS003_Pre_Vel_L_Lower_Arm.TXT,text/plain,32440,179
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Pre_Vel_R_Shoulder.TXT,text/plain,17964,163
10.13012/B2IDB-6858418_V1,2017-06-28,MS002_Post_Vel_L_Upper_Arm.TXT,text/plain,37165,173
10.13012/B2IDB-6858418_V1,2017-06-28,MS001_Post_Vel_L_Upper_Arm.TXT,text/plain,19547,243
10.13012/B2IDB-6858418_V1,2017-06-28,MS002_Post_Vel_R_Knee.TXT,text/plain,35345,179
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Vel_R_Elbow.TXT,text/plain,6255,173
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Pre_Vel_R_Upper_Arm.TXT,text/plain,38815,195
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Post_Vel_R_Ankle.TXT,text/plain,13288,152
10.13012/B2IDB-6858418_V1,2017-06-28,MS002_Pre_Vel_R_Upper_Leg.TXT,text/plain,19211,187
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Pre_Vel_R_Elbow.TXT,text/plain,4749,158
10.13012/B2IDB-6858418_V1,2017-06-28,MS002_Pre_Force_Forward.mat,application/octet-stream,1441904,298
10.13012/B2IDB-6858418_V1,2017-06-28,MS003_Pre_Vel_L_Trochanter.TXT,text/plain,31241,201
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Pre_Vel_R_Lower_Leg.TXT,text/plain,38296,165
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Pre_Vel_R_Temple.TXT,text/plain,39052,188
10.13012/B2IDB-6858418_V1,2017-06-28,MS002_Pre_Vel_L_Temple.TXT,text/plain,19224,180
10.13012/B2IDB-6858418_V1,2017-06-28,MS001_Pre_Vel_R_Upper_Arm.TXT,text/plain,26124,181
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Post_Vel_L_Lower_Arm.TXT,text/plain,17407,145
10.13012/B2IDB-6858418_V1,2017-06-28,MS003_Post_Vel_L_Knee.TXT,text/plain,19815,170
10.13012/B2IDB-6858418_V1,2017-06-28,MS006_Pre_Vel_L_Toe.TXT,text/plain,25006,178
10.13012/B2IDB-6858418_V1,2017-06-28,MS006_Pre_Vel_R_Trochanter.TXT,text/plain,27154,166
10.13012/B2IDB-6858418_V1,2017-06-28,MS006_Post_Vel_R_Ankle.TXT,text/plain,25192,186
10.13012/B2IDB-6858418_V1,2017-06-28,MS002_Post_Vel_R_Trochanter.TXT,text/plain,35953,175
10.13012/B2IDB-6858418_V1,2017-06-28,MS001_Post_Vel_L_Upper_Leg.TXT,text/plain,19246,235
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Vel_R_Lower_Arm.TXT,text/plain,6260,166
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Vel_R_Trochanter.TXT,text/plain,6143,161
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Post_Vel_R_Lower_Leg.TXT,text/plain,38849,165
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Pre_Vel_L_Upper_Arm.TXT,text/plain,4712,163
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Post_Vel_L_Upper_Arm.TXT,text/plain,17074,183
10.13012/B2IDB-6858418_V1,2017-06-28,MS003_Post_Vel_R_Lower_Arm.TXT,text/plain,20514,156
10.13012/B2IDB-6858418_V1,2017-06-28,MS001_Post_Vel_R_Lower_Arm.TXT,text/plain,19583,220
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Post_Vel_R_Trochanter.TXT,text/plain,38964,173
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Pre_Force_Left.mat,application/octet-stream,1441856,278
10.13012/B2IDB-6858418_V1,2017-06-28,MS006_Post_Vel_R_Upper_Arm.TXT,text/plain,26960,180
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Pre_Vel_L_Elbow.TXT,text/plain,18255,186
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Post_Vel_L_Knee.TXT,text/plain,6205,174
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Post_Vel_R_Lower_Leg.TXT,text/plain,15848,192
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Pre_Vel_R_Elbow.TXT,text/plain,15986,181
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Pre_Vel_R_Ankle.TXT,text/plain,4437,174
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Vel_R_Upper_Arm.TXT,text/plain,6255,161
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Pre_Vel_L_Upper_Leg.TXT,text/plain,4611,161
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Post_Vel_L_Upper_Arm.TXT,text/plain,17050,175
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Pre_Vel_L_Lower_Arm.TXT,text/plain,6259,185
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Post_Vel_R_Shoulder.TXT,text/plain,5176,173
10.13012/B2IDB-6858418_V1,2017-06-28,MS006_Post_Vel_R_Temple.TXT,text/plain,26644,175
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Post_Vel_L_Ankle.TXT,text/plain,15736,167
10.13012/B2IDB-6858418_V1,2017-06-28,MS001_Post_Force_Forward.mat,application/octet-stream,955192,327
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Pre_Vel_R_Shoulder.TXT,text/plain,4781,150
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Post_Vel_L_Lower_Leg.TXT,text/plain,14635,202
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Post_Vel_R_Knee.TXT,text/plain,16361,190
10.13012/B2IDB-6858418_V1,2017-06-28,MS006_Pre_Vel_R_Toe.TXT,text/plain,25019,185
10.13012/B2IDB-6858418_V1,2017-06-28,MS001_Post_Force_Left.mat,application/octet-stream,693832,341
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Post_Vel_R_Lower_Leg.TXT,text/plain,14654,234
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Post_Vel_L_Elbow.TXT,text/plain,17137,161
10.13012/B2IDB-6858418_V1,2017-06-28,MS003_Post_Force_Forward.mat,application/octet-stream,503744,234
10.13012/B2IDB-6858418_V1,2017-06-28,MS003_Pre_Force_Forward.mat,application/octet-stream,1441896,252
10.13012/B2IDB-6858418_V1,2017-06-28,MS001_Post_Force_Right.mat,application/octet-stream,613192,252
10.13012/B2IDB-6858418_V1,2017-06-28,MS001_Pre_Force_Forward.mat,application/octet-stream,1441896,349
10.13012/B2IDB-6858418_V1,2017-06-28,MS006_Post_Force_Right.mat,application/octet-stream,617440,291
10.13012/B2IDB-6858418_V1,2017-06-28,MS007_Post_Force_Left.mat,application/octet-stream,428792,227
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Pre_Force_Back.mat,application/octet-stream,335256,251
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Pre_Vel_R_Hand.TXT,text/plain,18278,171
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Post_Vel_L_Upper_Leg.TXT,text/plain,14651,159
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Pre_Vel_L_Lower_Arm.TXT,text/plain,4640,170
10.13012/B2IDB-6858418_V1,2017-06-28,MS006_Post_Vel_L_Hand.TXT,text/plain,28198,189
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Pre_Vel_R_Lower_Leg.TXT,text/plain,17687,171
10.13012/B2IDB-6858418_V1,2017-06-28,MS008_Post_Vel_R_Toe.TXT,text/plain,12025,207
10.13012/B2IDB-6858418_V1,2017-06-28,MS006_Post_Force_Forward.mat,application/octet-stream,1212160,336
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Post_Vel_R_Toe.TXT,text/plain,41517,189
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Post_Vel_R_Hand.TXT,text/plain,17583,193
10.13012/B2IDB-6858418_V1,2017-06-28,MS003_Pre_Force_Back.mat,application/octet-stream,1441896,263
10.13012/B2IDB-6858418_V1,2017-06-28,MS005_Pre_Vel_L_Upper_Leg.TXT,text/plain,17781,185
10.13012/B2IDB-6858418_V1,2017-06-28,MS004_Pre_Force_Back.mat,application/octet-stream,1441880,259
