doi,pub_date,filename,file_format,num_bytes,total_downloads
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_Vel_R_Temple.TXT,text/plain,19828,150
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_Vel_L_Knee.TXT,text/plain,19815,142
10.13012/B2IDB-6858418_V2,12/22/2017,MS007_Pre_Vel_R_Lower_Leg.TXT_V2,text/plain,19813,269
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Pre_Vel_R_Lower_Leg.TXT_V2,text/plain,19813,281
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_R_Hand.TXT,text/plain,19811,211
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_R_Hand.TXT,text/plain,19798,140
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_Vel_R_Knee.TXT,text/plain,19786,173
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_L_Lower_Arm.TXT,text/plain,19751,207
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_Vel_R_Lower_Leg.TXT,text/plain,19685,162
10.13012/B2IDB-0790815_V3,3/25/2019,170310 back transform LSmeans.R,text/plain,19650,324
10.13012/B2IDB-0790815_V2,12/19/2018,170310 back transform LSmeans.R,text/plain,19650,220
10.13012/B2IDB-0790815_V1,11/29/2017,170310_back_transform_LSmeans.R,text/plain,19650,237
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_L_Elbow.TXT,text/plain,19591,198
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_R_Lower_Arm.TXT,text/plain,19583,192
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_L_Hand.TXT,text/plain,19575,140
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_R_Lower_Arm.TXT,text/plain,19574,150
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_R_Elbow.TXT,text/plain,19564,191
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_R_Elbow.TXT,text/plain,19560,136
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_L_Upper_Arm.TXT,text/plain,19547,215
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Pre_Vel_R_Ankle.TXT_V2,text/plain,19545,305
10.13012/B2IDB-6858418_V2,12/22/2017,MS007_Pre_Vel_R_Ankle.TXT_V2,text/plain,19545,301
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_R_Upper_Arm.TXT,text/plain,19538,181
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_L_Lower_Arm.TXT,text/plain,19521,133
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Pre_Vel_L_Lower_Leg.TXT_V2,text/plain,19510,238
10.13012/B2IDB-6858418_V2,12/22/2017,MS007_Pre_Vel_L_Lower_Leg.TXT_V2,text/plain,19510,285
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_R_Shoulder.TXT,text/plain,19424,179
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_L_Elbow.TXT,text/plain,19423,141
10.13012/B2IDB-6858418_V2,12/22/2017,MS007_Pre_Vel_L_Ankle.TXT_V2,text/plain,19394,284
10.13012/B2IDB-6862941_V1,6/5/2019,RAxML_Leotiomycetes_ITS1_Tree.tre,text/plain,19393,154
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_R_Upper_Arm.TXT,text/plain,19383,149
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_R_Temple.TXT,text/plain,19367,188
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_L_Upper_Arm.TXT,text/plain,19363,145
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_L_Shoulder.TXT,text/plain,19353,205
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Pre_Vel_L_Ankle.TXT_V2,text/plain,19347,302
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_L_Temple.TXT,text/plain,19313,204
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_L_Shoulder.TXT,text/plain,19307,153
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_L_Knee.TXT,text/plain,19294,192
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_R_Shoulder.TXT,text/plain,19275,144
10.13012/B2IDB-0790815_V3,3/25/2019,180329tables.R,text/plain,19256,326
10.13012/B2IDB-0790815_V2,12/19/2018,180329tables.R,text/plain,19256,226
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_L_Trochanter.TXT,text/plain,19255,183
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_Vel_L_Lat_Ankle.TXT,text/plain,19247,154
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_L_Upper_Leg.TXT,text/plain,19246,207
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_L_Temple.TXT,text/plain,19224,152
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_R_Knee.TXT,text/plain,19218,193
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_R_Upper_Leg.TXT,text/plain,19211,159
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_L_Trochanter.TXT,text/plain,19202,142
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_R_Trochanter.TXT,text/plain,19201,144
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_R_Temple.TXT,text/plain,19198,158
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_R_Trochanter.TXT,text/plain,19156,215
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_R_Upper_Leg.TXT,text/plain,19141,218
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_R_Lower_Leg.TXT,text/plain,19138,189
10.13012/B2IDB-9043394_V1,8/28/2021,license.txt,text/plain,19127,15
10.13012/B2IDB-3595148_V1,5/14/2021,license.txt,text/plain,19127,31
10.13012/B2IDB-4677176_V1,5/7/2021,license.txt,text/plain,19127,22
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_L_Upper_Leg.TXT,text/plain,19095,155
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_L_Knee.TXT,text/plain,19089,140
10.13012/B2IDB-1461292_V1,8/5/2019,node_keys.key,text/plain,19021,181
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Pre_Vel_R_Toe.TXT_V2,text/plain,18991,300
10.13012/B2IDB-6858418_V2,12/22/2017,MS007_Pre_Vel_R_Toe.TXT_V2,text/plain,18991,297
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_R_Lat_Ankle.TXT,text/plain,18931,152
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Pre_Vel_L_Toe.TXT_V2,text/plain,18913,304
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_R_Lower_Leg.TXT,text/plain,18898,159
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_L_Lower_Leg.TXT,text/plain,18888,198
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_Vel_L_Shoulder.TXT,text/plain,18856,140
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_L_Hand.TXT,text/plain,18651,156
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_Vel_R_Toe.TXT,text/plain,18616,149
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_L_Lower_Leg.TXT,text/plain,18587,142
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_Vel_L_Toe.TXT,text/plain,18552,156
10.13012/B2IDB-0790815_V1,11/29/2017,171024tables.R,text/plain,18502,341
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_R_Ankle.TXT,text/plain,18432,180
10.13012/B2IDB-4905767_V1,10/23/2019,SEM-RR7-SMD2.dat,text/plain,18424,64
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_L_Lower_Arm.TXT,text/plain,18377,166
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_L_Ankle.TXT,text/plain,18364,149
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_R_Hand.TXT,text/plain,18278,143
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_L_Elbow.TXT,text/plain,18255,158
10.13012/B2IDB-9729830_V1,8/1/2018,README.txt,text/plain,18246,196
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_L_Upper_Arm.TXT,text/plain,18245,128
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_L_Lateral_Ankle.TXT,text/plain,18218,200
10.13012/B2IDB-0475732_V1,12/14/2016,13IL015_key.txt,text/plain,18217,387
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_R_Lower_Arm.TXT,text/plain,18196,146
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_R_Upper_Arm.TXT,text/plain,18138,146
10.13012/B2IDB-4905767_V1,10/23/2019,SEM-RR7-SMD1.dat,text/plain,18113,65
10.13012/B2IDB-9033534_V1,3/6/2019,NLAMS_DevAndMort_rCodeSRDevelopment_2019-02-04.R,text/plain,18110,285
10.13012/B2IDB-4084515_V1,7/22/2016,RU2012_chloroplast_results_140813_140922.txt,text/plain,18008,446
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_L_Toe.TXT,text/plain,17989,146
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_L_Shoulder.TXT,text/plain,17988,139
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_Vel_R_Upper_Leg.TXT,text/plain,17983,140
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_R_Shoulder.TXT,text/plain,17964,135
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_R_Temple.TXT,text/plain,17959,127
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_L_Temple.TXT,text/plain,17951,139
10.13012/B2IDB-0790815_V3,3/25/2019,170215heritability_blups_gen_predict.R,text/plain,17947,320
10.13012/B2IDB-0790815_V2,12/19/2018,170215heritability_blups_gen_predict.R,text/plain,17947,220
10.13012/B2IDB-0790815_V1,11/29/2017,170215heritability_blups_gen_predict.R,text/plain,17947,301
10.13012/B2IDB-6858418_V1,6/28/2017,MS002_Pre_Vel_R_Toe.TXT,text/plain,17909,166
10.13012/B2IDB-6862941_V1,6/5/2019,RAxML_Tremellomycetes_ITS1_Tree.tre,text/plain,17877,155
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_L_Knee.TXT,text/plain,17855,148
10.13012/B2IDB-4817808_V1,9/6/2018,XSEDE_README_Allocations_Awards_and_Usage.txt,text/plain,17852,322
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_L_Toe.TXT,text/plain,17842,208
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_R_Toe.TXT,text/plain,17832,176
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_R_Upper_Leg.TXT,text/plain,17808,160
10.13012/B2IDB-6530647_V1,12/14/2016,13IL012_key.txt,text/plain,17791,370
10.13012/B2IDB-6530647_V1,12/14/2016,13IL011_key.txt,text/plain,17789,368
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_L_Upper_Leg.TXT,text/plain,17781,157
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_R_Knee.TXT,text/plain,17780,145
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_R_Trochanter.TXT,text/plain,17756,142
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_L_Hand.TXT,text/plain,17712,143
10.13012/B2IDB-6858418_V1,6/28/2017,MS001_Post_Vel_R_Lateral_Ankle.TXT,text/plain,17699,186
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_R_Lower_Leg.TXT,text/plain,17687,141
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_R_Hand.TXT,text/plain,17583,165
10.13012/B2IDB-9729830_V2,11/21/2018,README.txt,text/plain,17570,317
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_L_Hand.TXT,text/plain,17553,143
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_R_Hand.TXT,text/plain,17551,136
10.13012/B2IDB-4084515_V1,7/22/2016,160105phenotype.R,text/plain,17511,346
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_L_Trochanter.TXT,text/plain,17471,152
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_L_Lower_Leg.TXT,text/plain,17453,138
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_Vel_L_Trochanter.TXT,text/plain,17432,147
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_L_Lower_Arm.TXT,text/plain,17407,117
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_Vel_L_Lower_Leg.TXT,text/plain,17368,152
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_R_Lower_Arm.TXT,text/plain,17331,149
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_L_Lower_Arm.TXT,text/plain,17316,170
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_R_Elbow.TXT,text/plain,17228,144
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_L_Elbow.TXT,text/plain,17137,133
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_L_Upper_Arm.TXT,text/plain,17074,155
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_L_Elbow.TXT,text/plain,17068,139
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_L_Upper_Arm.TXT,text/plain,17050,147
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_R_Ankle.TXT,text/plain,17015,134
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_R_Lower_Arm.TXT,text/plain,17010,162
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Pre_Vel_L_Elbow.TXT,text/plain,16983,145
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_R_Elbow.TXT,text/plain,16963,127
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_R_Upper_Arm.TXT,text/plain,16950,138
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Pre_Vel_L_Upper_Arm.TXT,text/plain,16898,149
10.13012/B2IDB-4084515_V1,7/22/2016,150810phenotypes_for_R.csv,text/plain,16875,343
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_L_Ankle.TXT,text/plain,16855,156
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_R_Shoulder.TXT,text/plain,16816,139
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_L_Shoulder.TXT,text/plain,16812,133
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_L_Shoulder.TXT,text/plain,16791,156
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_R_Toe.TXT,text/plain,16766,163
10.13012/B2IDB-6858418_V1,6/28/2017,MS003_Post_Vel_R_Trochanter.TXT,text/plain,16650,144
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_L_Toe.TXT,text/plain,16572,164
10.13012/B2IDB-0475732_V1,12/14/2016,13IL014_key.txt,text/plain,16563,353
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_L_Upper_Leg.TXT,text/plain,16498,165
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_R_Temple.TXT,text/plain,16488,151
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_L_Temple.TXT,text/plain,16478,133
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_L_Temple.TXT,text/plain,16475,146
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Pre_Vel_L_Shoulder.TXT,text/plain,16473,154
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_L_Knee.TXT,text/plain,16420,156
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_R_Knee.TXT,text/plain,16361,162
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Pre_Vel_L_Temple.TXT,text/plain,16307,143
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Pre_Vel_L_Upper_Leg.TXT,text/plain,16228,157
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_R_Lower_Leg.TXT,text/plain,16210,147
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_L_Upper_Leg.TXT,text/plain,16088,179
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_L_Knee.TXT,text/plain,16084,149
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_R_Knee.TXT,text/plain,16049,149
10.13012/B2IDB-3548139_V1,4/8/2021,license.txt,text/plain,16025,40
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Pre_Vel_R_Elbow.TXT,text/plain,15986,153
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_R_Upper_Leg.TXT,text/plain,15934,140
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Pre_Vel_L_Trochanter.TXT,text/plain,15918,154
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_R_Lower_Leg.TXT,text/plain,15848,164
10.13012/B2IDB-2603648_V1,5/15/2020,CTE.txt,text/plain,15828,206
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_L_Lower_Leg.TXT,text/plain,15767,133
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_L_Ankle.TXT,text/plain,15736,139
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_R_Trochanter.TXT,text/plain,15605,168
10.13012/B2IDB-0790815_V3,3/25/2019,160323combine_and_filter_markers.R,text/plain,15493,326
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_L_Ankle.TXT,text/plain,15411,164
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_R_Upper_Arm.TXT,text/plain,15389,154
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_L_Toe.TXT,text/plain,15312,148
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_R_Elbow.TXT,text/plain,15281,143
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_R_Hand.TXT,text/plain,15275,129
10.13012/B2IDB-0475732_V1,12/14/2016,13IL022_key.txt,text/plain,15265,350
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_R_Shoulder.TXT,text/plain,15240,152
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_L_Hand.TXT,text/plain,15187,153
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_L_Lower_Arm.TXT,text/plain,15107,153
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_L_Toe.TXT,text/plain,15064,140
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Pre_Vel_L_Toe.TXT,text/plain,15027,160
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_R_Lower_Arm.TXT,text/plain,15019,188
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_L_Trochanter.TXT,text/plain,14928,165
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_L_Elbow.TXT,text/plain,14906,143
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_L_Upper_Arm.TXT,text/plain,14865,144
10.13012/B2IDB-2603648_V1,5/15/2020,cyber.txt,text/plain,14800,161
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_R_Temple.TXT,text/plain,14737,121
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_L_Temple.TXT,text/plain,14732,144
10.13012/B2IDB-3548139_V1,4/8/2021,README_Data.txt,text/plain,14714,44
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_L_Knee.TXT,text/plain,14712,164
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_R_Knee.TXT,text/plain,14672,156
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_R_Lower_Leg.TXT,text/plain,14654,206
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_L_Upper_Leg.TXT,text/plain,14651,131
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_L_Shoulder.TXT,text/plain,14644,145
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_L_Lower_Leg.TXT,text/plain,14635,174
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_R_Ankle.TXT,text/plain,14630,151
10.13012/B2IDB-6858418_V1,6/28/2017,MS007_Post_Vel_L_Trochanter.TXT,text/plain,14590,176
10.13012/B2IDB-4084515_V1,7/22/2016,GWASrussia160426_rrBLUP.R,text/plain,14451,350
10.13012/B2IDB-2211060_V2,3/13/2020,pdhum_denovo.fasta,text/plain,14095,133
10.13012/B2IDB-2211060_V1,12/10/2019,pdhum_denovo.fasta,text/plain,14095,109
10.13012/B2IDB-7008049_V1,4/11/2021,README,text/plain,13913,36
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_L_Toe.TXT,text/plain,13815,140
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_L_Hand.TXT_V2,text/plain,13744,293
10.13012/B2IDB-4084515_V1,7/22/2016,141010latlong.txt,text/plain,13733,413
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_R_Hand.TXT_V2,text/plain,13729,292
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_R_Trochanter.TXT,text/plain,13725,160
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_R_Upper_Leg.TXT_V2,text/plain,13723,292
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_L_Elbow.TXT_V2,text/plain,13713,235
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_L_Trochanter.TXT_V2,text/plain,13712,308
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_R_Upper_Arm.TXT_V2,text/plain,13709,319
10.13012/B2IDB-0170190_V3,6/18/2018,180202core_germplasm_sets.R,text/plain,13707,333
10.13012/B2IDB-0170190_V2,3/26/2018,180202core_germplasm_sets.R,text/plain,13707,149
10.13012/B2IDB-0170190_V1,3/16/2018,180202core_germplasm_sets.R,text/plain,13707,276
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_L_Temple.TXT_V2,text/plain,13705,321
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_R_Trochanter.TXT_V2,text/plain,13700,310
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_R_Elbow.TXT_V2,text/plain,13700,288
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_R_Shoulder.TXT_V2,text/plain,13696,298
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_L_Shoulder.TXT_V2,text/plain,13691,299
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_R_Temple.TXT_V2,text/plain,13690,304
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_L_Upper_Arm.TXT_V2,text/plain,13689,304
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_L_Upper_Leg.TXT_V2,text/plain,13683,288
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_L_Lower_Arm.TXT_V2,text/plain,13666,298
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_L_Knee.TXT_V2,text/plain,13664,303
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_R_Knee.TXT_V2,text/plain,13647,225
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Post_Vel_L_Hand.TXT_V2,text/plain,13630,292
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_R_Lower_Arm.TXT_V2,text/plain,13594,301
10.13012/B2IDB-9440404_V1,5/31/2019,Readme.txt,text/plain,13588,218
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_R_Toe.TXT,text/plain,13586,131
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_R_Lower_Leg.TXT_V2,text/plain,13502,311
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Post_Vel_L_Lower_Arm.TXT_V2,text/plain,13477,281
10.13012/B2IDB-4470290_V1,8/1/2020,Empoascini_morph_data.nex,text/plain,13455,150
10.13012/B2IDB-2211060_V2,3/13/2020,Copas2_de_novo.fasta,text/plain,13447,138
10.13012/B2IDB-2211060_V1,12/10/2019,Copas2_de_novo.fasta,text/plain,13447,112
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Post_Vel_L_Elbow.TXT_V2,text/plain,13428,315
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Post_Vel_L_Upper_Arm.TXT_V2,text/plain,13376,242
10.13012/B2IDB-4084515_V1,7/22/2016,150819chloroplast_and_SNP_analysis.R,text/plain,13375,354
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_L_Lat_Ankle.TXT_V2,text/plain,13344,231
10.13012/B2IDB-6858418_V2,12/22/2017,MS004_Pre_Vel_L_Lower_Leg.TXT_V2,text/plain,13338,243
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Post_Vel_L_Knee.TXT_V2,text/plain,13312,277
10.13012/B2IDB-6862941_V1,6/5/2019,RAxML_Eurotiomycetes_ITS1_Tree.tre,text/plain,13294,160
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Post_Vel_R_Lower_Leg.TXT_V2,text/plain,13290,297
10.13012/B2IDB-6858418_V1,6/28/2017,MS008_Post_Vel_R_Upper_Leg.TXT,text/plain,13290,166
10.13012/B2IDB-6858418_V1,6/28/2017,MS005_Post_Vel_R_Ankle.TXT,text/plain,13288,124
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Post_Vel_L_Upper_Leg.TXT_V2,text/plain,13243,288
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Post_Vel_L_Shoulder.TXT_V2,text/plain,13222,245
10.13012/B2IDB-6858418_V2,12/22/2017,MS007_Post_Vel_R_Trochanter.TXT_V2,text/plain,13216,291
10.13012/B2IDB-6858418_V2,12/22/2017,MS007_Post_Vel_R_Upper_Arm.TXT_V2,text/plain,13216,290
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Post_Vel_R_Upper_Arm.TXT_V2,text/plain,13216,306
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Post_Vel_R_Trochanter.TXT_V2,text/plain,13216,289
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Post_Vel_L_Trochanter.TXT_V2,text/plain,13214,304
10.13012/B2IDB-6858418_V2,12/22/2017,MS006_Post_Vel_R_Elbow.TXT_V2,text/plain,13210,208
